mths_since_last_delinq,emp_length,purpose,open_acc,tot_cur_bal
,1 year,debt_consolidation,5,55177
18,10+ years,debt_consolidation,12,355226
20,10+ years,credit_card,11,91948
,2 years,debt_consolidation,15,267701
16,5 years,debt_consolidation,8,19128
48,2 years,home_improvement,5,44515
3,1 year,debt_consolidation,12,278274
,4 years,debt_consolidation,14,272380
,10+ years,medical,9,498809
46,1 year,moving,8,29657
69,10+ years,debt_consolidation,9,13591
61,n/a,debt_consolidation,10,820046
24,n/a,credit_card,10,32935
42,10+ years,debt_consolidation,8,37131
20,n/a,debt_consolidation,13,527174
,9 years,debt_consolidation,21,
,10+ years,major_purchase,10,337446
,8 years,debt_consolidation,15,262435
18,2 years,credit_card,30,451534
6,5 years,credit_card,15,
40,3 years,debt_consolidation,9,264158
7,10+ years,other,7,4738
6,1 year,debt_consolidation,12,51565
,6 years,other,9,10377
,10+ years,medical,10,309851
,10+ years,debt_consolidation,18,232023
,6 years,other,10,20267
9,10+ years,home_improvement,11,196917
19,10+ years,debt_consolidation,20,214305
,4 years,debt_consolidation,10,284632
57,2 years,home_improvement,8,16606
,3 years,debt_consolidation,11,21885
47,10+ years,debt_consolidation,11,122279
,< 1 year,other,4,336430
12,< 1 year,credit_card,14,201155
44,< 1 year,debt_consolidation,10,185883
,10+ years,debt_consolidation,13,86288
70,< 1 year,credit_card,11,
36,7 years,credit_card,5,9015
82,3 years,debt_consolidation,13,15813
,10+ years,debt_consolidation,11,23181
,10+ years,debt_consolidation,13,37432
13,10+ years,debt_consolidation,17,159894
,10+ years,debt_consolidation,15,168203
23,10+ years,debt_consolidation,9,169699
,4 years,debt_consolidation,8,149590
,3 years,other,13,
80,4 years,debt_consolidation,10,186041
33,9 years,credit_card,5,
44,2 years,debt_consolidation,12,487397
21,< 1 year,home_improvement,8,39210
,6 years,debt_consolidation,10,49918
,3 years,debt_consolidation,15,538191
,4 years,credit_card,22,266364
,1 year,credit_card,16,157144
,< 1 year,debt_consolidation,11,13343
,10+ years,credit_card,8,325510
,< 1 year,debt_consolidation,18,31199
,10+ years,debt_consolidation,17,461229
51,10+ years,credit_card,10,25982
,8 years,debt_consolidation,5,15100
,< 1 year,other,10,43416
,n/a,debt_consolidation,11,130166
,< 1 year,debt_consolidation,23,127234
,3 years,debt_consolidation,11,60169
,1 year,credit_card,9,179392
31,1 year,debt_consolidation,11,312977
24,4 years,debt_consolidation,8,
31,10+ years,debt_consolidation,7,78822
,10+ years,debt_consolidation,8,423100
,n/a,credit_card,10,
17,6 years,debt_consolidation,9,17367
8,10+ years,credit_card,10,215940
25,9 years,debt_consolidation,6,28155
76,10+ years,debt_consolidation,12,325617
,< 1 year,major_purchase,7,41447
,10+ years,debt_consolidation,7,94954
30,10+ years,debt_consolidation,4,
,< 1 year,credit_card,14,205386
25,10+ years,credit_card,12,411953
33,< 1 year,debt_consolidation,9,28187
,7 years,vacation,8,18861
0,1 year,credit_card,1,
17,7 years,debt_consolidation,14,531603
13,10+ years,debt_consolidation,8,22258
,5 years,credit_card,5,55021
,3 years,debt_consolidation,16,177990
67,2 years,credit_card,14,122630
,2 years,wedding,9,
,8 years,credit_card,26,43654
,n/a,major_purchase,23,241206
10,10+ years,debt_consolidation,11,131922
28,10+ years,credit_card,5,52951
10,9 years,debt_consolidation,13,225277
11,10+ years,debt_consolidation,7,29175
2,7 years,other,17,202885
26,7 years,debt_consolidation,10,291027
,4 years,debt_consolidation,18,48896
,10+ years,debt_consolidation,16,378511
14,10+ years,credit_card,9,18944
54,< 1 year,debt_consolidation,7,40728
5,2 years,debt_consolidation,12,191156
48,5 years,debt_consolidation,13,13604
,4 years,credit_card,9,33477
,9 years,credit_card,9,230042
,10+ years,debt_consolidation,12,20200
,4 years,debt_consolidation,13,107707
72,10+ years,debt_consolidation,9,57868
,2 years,debt_consolidation,11,145648
9,1 year,home_improvement,15,161171
81,10+ years,debt_consolidation,7,144555
19,n/a,debt_consolidation,11,63394
51,10+ years,debt_consolidation,22,64539
71,< 1 year,debt_consolidation,10,28915
,2 years,moving,10,55475
,4 years,credit_card,3,28812
42,5 years,home_improvement,9,384761
9,7 years,debt_consolidation,16,229085
,5 years,debt_consolidation,5,295263
39,10+ years,credit_card,8,37479
74,10+ years,debt_consolidation,4,42823
,< 1 year,debt_consolidation,5,7571
57,< 1 year,other,20,70134
,9 years,credit_card,17,393210
,5 years,debt_consolidation,22,19876
33,1 year,debt_consolidation,20,83319
9,10+ years,home_improvement,18,214971
,3 years,debt_consolidation,12,47501
19,5 years,debt_consolidation,9,26456
80,9 years,debt_consolidation,12,128985
57,10+ years,other,6,36016
,10+ years,other,3,11191
,4 years,debt_consolidation,10,328007
,6 years,credit_card,12,
1,8 years,debt_consolidation,9,421025
,4 years,credit_card,6,43767
28,10+ years,credit_card,14,146405
14,8 years,debt_consolidation,14,42350
14,1 year,small_business,17,
,10+ years,debt_consolidation,6,73963
,10+ years,credit_card,11,281627
,4 years,wedding,11,
,10+ years,credit_card,9,268915
13,8 years,major_purchase,9,
23,10+ years,other,16,227250
68,1 year,debt_consolidation,16,57438
29,10+ years,debt_consolidation,4,38776
,4 years,debt_consolidation,22,89493
,9 years,home_improvement,10,138091
79,10+ years,home_improvement,10,408490
,2 years,major_purchase,25,133442
4,3 years,small_business,7,136461
2,9 years,debt_consolidation,14,372316
48,2 years,debt_consolidation,5,262701
,< 1 year,other,8,311358
31,7 years,debt_consolidation,20,27535
,4 years,credit_card,9,35810
25,9 years,debt_consolidation,8,111184
51,10+ years,debt_consolidation,10,119365
,10+ years,credit_card,8,40867
,6 years,credit_card,10,
,3 years,debt_consolidation,13,20871
48,10+ years,credit_card,11,40426
17,1 year,debt_consolidation,24,52152
,2 years,credit_card,8,247737
38,2 years,credit_card,19,204845
,10+ years,credit_card,27,487844
8,< 1 year,debt_consolidation,11,15038
4,n/a,credit_card,8,11974
,10+ years,debt_consolidation,6,207151
47,10+ years,debt_consolidation,20,64459
23,< 1 year,debt_consolidation,10,140296
8,10+ years,debt_consolidation,10,101512
32,1 year,debt_consolidation,13,42243
,10+ years,debt_consolidation,16,324728
,4 years,moving,8,
10,7 years,debt_consolidation,2,13088
6,2 years,debt_consolidation,13,339666
,1 year,debt_consolidation,6,13917
,n/a,debt_consolidation,12,
,< 1 year,debt_consolidation,14,152395
49,10+ years,debt_consolidation,10,47210
26,10+ years,credit_card,13,23990
21,10+ years,debt_consolidation,20,191942
,< 1 year,debt_consolidation,9,16495
,4 years,credit_card,18,46845
11,8 years,debt_consolidation,12,116068
,2 years,debt_consolidation,8,22756
3,10+ years,debt_consolidation,8,21762
45,6 years,debt_consolidation,10,24429
,6 years,debt_consolidation,5,14396
10,n/a,debt_consolidation,11,9586
,2 years,credit_card,10,177924
,5 years,home_improvement,11,425704
55,n/a,credit_card,9,71171
13,2 years,car,22,71180
,5 years,other,7,339420
23,4 years,credit_card,10,59409
,< 1 year,debt_consolidation,5,6359
,10+ years,credit_card,15,176138
55,10+ years,credit_card,12,71563
15,n/a,debt_consolidation,7,5495
,10+ years,debt_consolidation,15,43372
,10+ years,debt_consolidation,18,192180
70,3 years,credit_card,12,21112
,3 years,credit_card,15,42499
,4 years,home_improvement,8,86526
,10+ years,credit_card,25,43083
46,4 years,debt_consolidation,8,124817
,10+ years,debt_consolidation,13,244068
,< 1 year,debt_consolidation,8,
31,1 year,debt_consolidation,11,233873
11,10+ years,debt_consolidation,18,307821
,10+ years,debt_consolidation,7,1734
33,10+ years,other,8,92772
49,2 years,credit_card,18,39065
34,10+ years,car,19,273472
24,5 years,debt_consolidation,8,155812
6,10+ years,debt_consolidation,11,315655
63,10+ years,debt_consolidation,14,43774
51,3 years,credit_card,6,40186
,1 year,credit_card,17,119394
,10+ years,credit_card,9,111512
54,1 year,debt_consolidation,18,159529
,< 1 year,debt_consolidation,15,136583
,1 year,debt_consolidation,13,37258
55,5 years,debt_consolidation,12,170938
30,10+ years,credit_card,9,443538
61,7 years,credit_card,8,33200
17,6 years,debt_consolidation,9,19368
,4 years,debt_consolidation,15,376718
36,10+ years,debt_consolidation,15,169421
5,5 years,debt_consolidation,11,395821
30,10+ years,vacation,8,234910
38,10+ years,other,15,51787
26,8 years,credit_card,16,134049
,< 1 year,credit_card,8,15366
,3 years,debt_consolidation,6,26917
8,10+ years,debt_consolidation,9,20795
23,n/a,wedding,14,41710
5,6 years,home_improvement,4,
,2 years,debt_consolidation,16,522544
,7 years,credit_card,7,182613
8,10+ years,home_improvement,13,84811
25,10+ years,debt_consolidation,15,622282
,2 years,debt_consolidation,13,353925
,3 years,debt_consolidation,17,117755
,10+ years,debt_consolidation,13,49631
8,< 1 year,debt_consolidation,9,333073
18,10+ years,debt_consolidation,7,58012
12,10+ years,debt_consolidation,12,449261
,9 years,debt_consolidation,12,
,4 years,debt_consolidation,15,37543
26,1 year,debt_consolidation,6,226141
22,3 years,credit_card,12,283344
,8 years,debt_consolidation,13,27529
50,n/a,debt_consolidation,11,97238
,10+ years,credit_card,10,48387
,5 years,credit_card,5,59963
38,1 year,debt_consolidation,11,132191
11,4 years,debt_consolidation,8,8620
,n/a,debt_consolidation,12,168817
,10+ years,debt_consolidation,21,46475
19,< 1 year,home_improvement,22,1370663
34,10+ years,debt_consolidation,10,196399
21,1 year,debt_consolidation,10,20697
16,< 1 year,debt_consolidation,8,
44,< 1 year,credit_card,8,71849
44,2 years,debt_consolidation,8,15320
,1 year,credit_card,16,86041
21,3 years,debt_consolidation,9,23556
28,5 years,credit_card,20,276425
33,10+ years,debt_consolidation,10,79884
,8 years,credit_card,11,157575
59,6 years,debt_consolidation,6,179033
,1 year,other,4,6758
23,10+ years,debt_consolidation,16,178172
78,4 years,other,16,
,6 years,credit_card,5,16268
80,8 years,debt_consolidation,14,64443
13,10+ years,debt_consolidation,10,4097
,2 years,debt_consolidation,4,103065
,5 years,credit_card,9,14389
,10+ years,credit_card,11,75015
,10+ years,credit_card,4,148644
,5 years,debt_consolidation,15,203139
,1 year,debt_consolidation,13,308372
,5 years,debt_consolidation,12,204104
30,2 years,credit_card,33,166073
12,8 years,home_improvement,13,145159
69,n/a,credit_card,8,181648
,2 years,credit_card,13,144523
29,10+ years,moving,9,40987
,n/a,debt_consolidation,5,6531
,3 years,debt_consolidation,15,59621
,10+ years,debt_consolidation,16,229465
,1 year,debt_consolidation,20,35381
,2 years,moving,8,70140
,3 years,credit_card,9,288344
39,1 year,debt_consolidation,8,100675
,< 1 year,credit_card,12,
,n/a,debt_consolidation,10,550610
,4 years,debt_consolidation,7,63910
57,1 year,debt_consolidation,11,70921
,3 years,credit_card,8,
24,2 years,debt_consolidation,5,24240
25,7 years,moving,7,3922
58,7 years,home_improvement,14,38505
1,1 year,debt_consolidation,6,89809
,2 years,debt_consolidation,10,
31,10+ years,debt_consolidation,16,438226
,1 year,debt_consolidation,13,115838
41,5 years,debt_consolidation,6,18632
61,8 years,debt_consolidation,11,4682
,10+ years,debt_consolidation,8,26278
,< 1 year,debt_consolidation,8,227834
33,7 years,other,17,215861
,3 years,debt_consolidation,11,24139
26,1 year,home_improvement,18,397497
39,10+ years,debt_consolidation,12,48569
,8 years,renewable_energy,9,303411
71,n/a,debt_consolidation,10,181536
15,7 years,debt_consolidation,11,15452
57,10+ years,debt_consolidation,5,17872
,< 1 year,debt_consolidation,17,28450
,6 years,major_purchase,9,49811
,< 1 year,credit_card,6,19686
30,9 years,debt_consolidation,13,
,3 years,credit_card,19,151518
30,9 years,debt_consolidation,10,86440
6,8 years,other,9,89846
47,10+ years,debt_consolidation,11,29910
38,10+ years,debt_consolidation,8,241995
60,10+ years,debt_consolidation,12,30919
,7 years,debt_consolidation,8,18743
,3 years,credit_card,8,17389
,3 years,debt_consolidation,6,22379
3,10+ years,debt_consolidation,13,468396
,1 year,debt_consolidation,12,58435
71,9 years,other,8,191312
45,< 1 year,debt_consolidation,5,37509
,4 years,debt_consolidation,9,39155
35,10+ years,debt_consolidation,10,166198
,1 year,debt_consolidation,11,149014
26,5 years,credit_card,25,881949
31,< 1 year,debt_consolidation,12,50547
16,9 years,credit_card,11,454167
,1 year,vacation,13,234023
,10+ years,debt_consolidation,15,142475
,7 years,debt_consolidation,16,443176
,10+ years,debt_consolidation,17,244023
62,2 years,debt_consolidation,12,
,6 years,major_purchase,7,177545
35,2 years,debt_consolidation,28,331808
64,5 years,debt_consolidation,5,23690
56,10+ years,home_improvement,12,
15,7 years,debt_consolidation,13,323687
14,< 1 year,debt_consolidation,14,91204
,n/a,debt_consolidation,8,12378
22,2 years,home_improvement,10,22516
21,10+ years,debt_consolidation,8,
57,4 years,debt_consolidation,22,298906
,8 years,debt_consolidation,10,16023
,4 years,credit_card,8,33817
41,1 year,medical,10,98266
4,10+ years,credit_card,19,324226
,n/a,debt_consolidation,5,10417
45,3 years,debt_consolidation,11,11819
,5 years,other,23,62361
23,4 years,credit_card,7,43334
12,3 years,debt_consolidation,11,361805
,< 1 year,debt_consolidation,9,39682
,3 years,debt_consolidation,4,
75,10+ years,debt_consolidation,14,52185
,3 years,home_improvement,7,22850
,10+ years,debt_consolidation,8,
7,9 years,debt_consolidation,11,47610
,3 years,car,3,25640
58,n/a,vacation,10,204986
10,1 year,debt_consolidation,9,46155
24,7 years,credit_card,12,148006
32,n/a,home_improvement,11,140757
,< 1 year,credit_card,16,418525
,n/a,debt_consolidation,7,
,4 years,debt_consolidation,15,
,5 years,credit_card,6,183609
42,3 years,debt_consolidation,32,155656
,10+ years,debt_consolidation,10,92300
27,6 years,debt_consolidation,38,129313
32,10+ years,debt_consolidation,13,
7,10+ years,credit_card,6,
,1 year,debt_consolidation,12,141569
,4 years,debt_consolidation,12,57849
38,4 years,home_improvement,7,38911
,n/a,debt_consolidation,7,151574
,10+ years,other,14,284138
17,6 years,other,8,392554
17,10+ years,debt_consolidation,14,115515
68,10+ years,home_improvement,10,30867
,< 1 year,debt_consolidation,16,208777
,5 years,debt_consolidation,18,45771
,8 years,debt_consolidation,10,123773
,2 years,credit_card,10,282939
50,10+ years,credit_card,9,144051
66,10+ years,debt_consolidation,8,37172
15,8 years,debt_consolidation,8,12644
15,< 1 year,credit_card,9,24626
,5 years,credit_card,7,126521
,5 years,major_purchase,16,62342
41,7 years,credit_card,20,164119
33,10+ years,debt_consolidation,9,525379
65,10+ years,debt_consolidation,7,
3,10+ years,credit_card,11,75857
61,10+ years,debt_consolidation,7,28660
14,2 years,debt_consolidation,16,22961
76,< 1 year,debt_consolidation,16,295100
,2 years,credit_card,15,88929
,n/a,credit_card,9,42239
,10+ years,credit_card,2,15370
78,10+ years,credit_card,12,300978
,10+ years,debt_consolidation,11,23441
,10+ years,credit_card,9,92262
31,10+ years,debt_consolidation,7,38812
,3 years,debt_consolidation,21,167434
,10+ years,debt_consolidation,17,6260
,9 years,debt_consolidation,9,39895
67,5 years,debt_consolidation,21,20992
,3 years,debt_consolidation,5,9582
,5 years,debt_consolidation,11,12299
,5 years,debt_consolidation,10,1180006
,< 1 year,credit_card,21,385932
56,< 1 year,medical,5,34790
,n/a,other,9,
,4 years,medical,18,27970
,10+ years,credit_card,9,273331
,10+ years,debt_consolidation,12,241686
,3 years,debt_consolidation,18,36700
,1 year,credit_card,15,13225
,3 years,home_improvement,8,
,6 years,debt_consolidation,7,14806
29,10+ years,debt_consolidation,13,287886
,1 year,debt_consolidation,12,132537
37,3 years,credit_card,4,20359
,1 year,debt_consolidation,6,21349
41,7 years,debt_consolidation,10,54919
,10+ years,debt_consolidation,10,72765
,10+ years,debt_consolidation,8,376919
18,2 years,credit_card,5,55655
5,10+ years,debt_consolidation,12,14029
14,7 years,debt_consolidation,12,
67,8 years,debt_consolidation,7,189343
,10+ years,debt_consolidation,7,36506
32,10+ years,home_improvement,10,96835
19,10+ years,other,14,32078
7,< 1 year,credit_card,11,138239
,5 years,home_improvement,5,189613
,5 years,vacation,18,110150
81,7 years,debt_consolidation,22,209456
38,3 years,debt_consolidation,9,64007
,2 years,debt_consolidation,20,450726
,< 1 year,debt_consolidation,9,35889
,10+ years,debt_consolidation,9,
,10+ years,debt_consolidation,8,26223
,10+ years,other,11,
45,n/a,vacation,7,12940
28,7 years,credit_card,19,95852
,10+ years,debt_consolidation,20,284152
,10+ years,credit_card,12,67528
,4 years,debt_consolidation,14,78753
,10+ years,debt_consolidation,13,190983
79,10+ years,debt_consolidation,12,9180
15,6 years,debt_consolidation,5,207554
43,< 1 year,major_purchase,13,44580
11,5 years,debt_consolidation,32,254462
,4 years,major_purchase,4,235342
51,3 years,debt_consolidation,11,443805
,n/a,debt_consolidation,6,6001
38,10+ years,credit_card,21,72068
,9 years,debt_consolidation,16,146450
18,10+ years,debt_consolidation,7,245146
,4 years,credit_card,15,259025
,4 years,credit_card,4,5113
21,10+ years,credit_card,10,232573
20,2 years,credit_card,8,507026
44,4 years,debt_consolidation,15,276029
,10+ years,debt_consolidation,10,
10,2 years,debt_consolidation,19,105428
23,8 years,debt_consolidation,4,233678
,10+ years,credit_card,18,135303
,n/a,vacation,5,
9,10+ years,home_improvement,12,35244
38,10+ years,debt_consolidation,19,181030
21,5 years,credit_card,8,326299
,6 years,debt_consolidation,16,25903
,10+ years,debt_consolidation,4,46677
15,8 years,debt_consolidation,15,83540
0,10+ years,debt_consolidation,5,249389
29,10+ years,debt_consolidation,8,35357
,n/a,debt_consolidation,11,21261
2,10+ years,debt_consolidation,18,261265
,2 years,debt_consolidation,23,83945
5,< 1 year,debt_consolidation,13,388584
,10+ years,debt_consolidation,11,93415
,1 year,debt_consolidation,8,30723
46,10+ years,debt_consolidation,19,537468
,5 years,debt_consolidation,20,106341
36,5 years,debt_consolidation,5,4420
,10+ years,debt_consolidation,6,27838
,8 years,credit_card,20,46927
12,4 years,debt_consolidation,12,33206
65,3 years,credit_card,19,283241
21,3 years,debt_consolidation,12,260290
,10+ years,credit_card,4,13005
,4 years,debt_consolidation,6,35935
16,1 year,debt_consolidation,6,17074
,7 years,debt_consolidation,13,28162
19,10+ years,debt_consolidation,12,40340
,5 years,debt_consolidation,9,223414
40,10+ years,home_improvement,7,84855
,4 years,other,16,473409
40,< 1 year,debt_consolidation,15,69117
,6 years,home_improvement,16,209248
,9 years,credit_card,3,
,1 year,credit_card,10,104670
33,10+ years,debt_consolidation,10,19823
,4 years,home_improvement,8,231363
76,6 years,debt_consolidation,10,18630
23,10+ years,debt_consolidation,7,6527
8,n/a,vacation,10,125929
,10+ years,home_improvement,25,245348
19,1 year,credit_card,18,80105
45,4 years,debt_consolidation,8,175798
41,10+ years,debt_consolidation,14,252231
,10+ years,debt_consolidation,9,213163
62,n/a,debt_consolidation,8,232787
64,n/a,credit_card,4,3044
41,10+ years,credit_card,15,27739
,n/a,home_improvement,11,29002
54,10+ years,debt_consolidation,19,57498
,8 years,debt_consolidation,9,13466
,3 years,debt_consolidation,8,24538
14,3 years,credit_card,23,518362
,10+ years,credit_card,8,11138
,3 years,debt_consolidation,10,13031
,2 years,other,10,302557
,3 years,debt_consolidation,6,16885
76,10+ years,debt_consolidation,10,251794
,4 years,home_improvement,18,133069
53,< 1 year,debt_consolidation,13,456830
,10+ years,credit_card,11,281864
38,10+ years,small_business,15,25425
,5 years,debt_consolidation,7,6226
,4 years,debt_consolidation,10,301218
,10+ years,debt_consolidation,11,58377
2,10+ years,debt_consolidation,25,108184
4,10+ years,home_improvement,12,475930
,8 years,debt_consolidation,14,46625
73,2 years,medical,13,68261
,5 years,credit_card,11,
,10+ years,debt_consolidation,12,33210
,3 years,debt_consolidation,8,136494
,8 years,credit_card,13,114796
48,4 years,debt_consolidation,6,168664
,10+ years,debt_consolidation,12,498617
,< 1 year,debt_consolidation,4,19367
55,10+ years,major_purchase,8,43070
75,4 years,debt_consolidation,12,245140
,3 years,credit_card,14,
,10+ years,debt_consolidation,14,267675
12,3 years,debt_consolidation,8,12680
20,10+ years,medical,6,10123
35,9 years,debt_consolidation,13,80465
,< 1 year,debt_consolidation,15,23232
13,10+ years,home_improvement,8,33583
,6 years,credit_card,8,
13,< 1 year,credit_card,9,167851
11,2 years,credit_card,5,
65,10+ years,debt_consolidation,15,392845
15,10+ years,credit_card,5,169560
,7 years,other,7,
46,6 years,home_improvement,10,102725
29,6 years,credit_card,7,57045
,5 years,debt_consolidation,14,24602
29,9 years,home_improvement,5,56261
,1 year,debt_consolidation,12,
32,7 years,car,17,392090
,10+ years,debt_consolidation,5,16484
,6 years,credit_card,17,459630
,3 years,credit_card,9,12580
,5 years,debt_consolidation,13,31597
,5 years,home_improvement,9,188819
24,3 years,debt_consolidation,9,
19,10+ years,debt_consolidation,28,238576
,2 years,credit_card,10,40459
47,9 years,debt_consolidation,8,
,2 years,credit_card,8,21793
57,6 years,debt_consolidation,7,9650
47,10+ years,debt_consolidation,18,376281
,8 years,debt_consolidation,15,213833
,10+ years,debt_consolidation,14,253602
69,1 year,debt_consolidation,11,21497
59,1 year,other,11,15309
,< 1 year,credit_card,18,97822
36,10+ years,debt_consolidation,9,89735
60,< 1 year,major_purchase,29,245492
,10+ years,credit_card,19,225139
,4 years,home_improvement,5,247640
,7 years,debt_consolidation,10,43678
24,< 1 year,debt_consolidation,8,26231
,10+ years,debt_consolidation,8,26793
24,2 years,credit_card,8,571893
,9 years,home_improvement,13,854675
,< 1 year,debt_consolidation,12,73341
7,3 years,debt_consolidation,12,12726
,10+ years,credit_card,15,24515
31,n/a,other,16,39423
,10+ years,home_improvement,26,226513
36,4 years,debt_consolidation,7,280247
13,< 1 year,debt_consolidation,7,48671
,10+ years,debt_consolidation,14,78356
74,4 years,debt_consolidation,30,69592
71,9 years,credit_card,9,83654
66,n/a,debt_consolidation,15,54782
38,4 years,debt_consolidation,13,434643
51,10+ years,credit_card,12,176383
,10+ years,home_improvement,7,41782
48,1 year,debt_consolidation,7,158349
33,< 1 year,credit_card,7,160114
65,3 years,debt_consolidation,20,407156
,7 years,car,7,466782
,8 years,debt_consolidation,14,122541
13,1 year,debt_consolidation,7,
,7 years,debt_consolidation,17,39864
13,10+ years,debt_consolidation,30,293814
,9 years,major_purchase,9,146307
,9 years,debt_consolidation,6,17951
,4 years,credit_card,8,134160
34,2 years,debt_consolidation,11,126042
77,n/a,credit_card,11,175628
,7 years,credit_card,3,7795
46,1 year,debt_consolidation,15,248454
48,8 years,other,7,19344
,< 1 year,credit_card,5,9796
,6 years,debt_consolidation,13,285359
26,5 years,debt_consolidation,9,171740
,10+ years,credit_card,13,266994
,2 years,credit_card,3,56157
41,10+ years,credit_card,12,39765
,2 years,credit_card,7,144309
,10+ years,debt_consolidation,13,146356
16,8 years,other,11,54830
,1 year,debt_consolidation,16,27539
,10+ years,debt_consolidation,16,282329
,5 years,debt_consolidation,4,
,5 years,credit_card,5,4505
,2 years,debt_consolidation,7,73530
,2 years,credit_card,26,216631
,1 year,debt_consolidation,11,230898
73,< 1 year,other,6,274707
1,10+ years,debt_consolidation,11,236054
8,10+ years,other,11,
14,10+ years,debt_consolidation,8,184401
,10+ years,debt_consolidation,8,28383
7,10+ years,credit_card,16,191979
,10+ years,home_improvement,17,817543
49,10+ years,debt_consolidation,11,354004
,7 years,other,21,68614
,10+ years,debt_consolidation,17,206443
,5 years,debt_consolidation,6,205259
,2 years,credit_card,8,19830
29,3 years,credit_card,17,692135
43,4 years,credit_card,20,335474
,n/a,debt_consolidation,11,186221
,n/a,debt_consolidation,15,317378
,n/a,credit_card,17,
,6 years,debt_consolidation,17,684310
8,10+ years,debt_consolidation,8,25946
,10+ years,credit_card,12,
59,< 1 year,credit_card,10,84097
,3 years,debt_consolidation,10,78748
,10+ years,debt_consolidation,4,56688
44,10+ years,credit_card,11,42575
,< 1 year,debt_consolidation,12,33577
,8 years,credit_card,13,134365
15,5 years,credit_card,8,43547
19,10+ years,home_improvement,8,
,2 years,medical,12,123870
,4 years,credit_card,13,104008
,10+ years,small_business,7,133127
,9 years,debt_consolidation,16,34919
25,3 years,debt_consolidation,6,33362
,< 1 year,debt_consolidation,8,279979
,10+ years,debt_consolidation,9,62111
17,< 1 year,debt_consolidation,12,108024
11,< 1 year,debt_consolidation,11,52728
23,< 1 year,debt_consolidation,13,36382
1,10+ years,debt_consolidation,15,224386
,10+ years,debt_consolidation,12,246158
,2 years,debt_consolidation,8,14580
32,8 years,debt_consolidation,9,346761
,7 years,credit_card,10,142633
12,10+ years,debt_consolidation,10,
,10+ years,major_purchase,8,26198
40,2 years,debt_consolidation,7,108418
44,3 years,credit_card,9,38297
,9 years,debt_consolidation,10,44417
,10+ years,home_improvement,6,354648
39,3 years,debt_consolidation,10,21432
7,2 years,debt_consolidation,11,34726
16,1 year,small_business,8,99149
,< 1 year,debt_consolidation,13,34989
,5 years,debt_consolidation,7,34033
,n/a,credit_card,6,10688
59,10+ years,debt_consolidation,16,43254
5,10+ years,medical,14,500769
24,9 years,credit_card,11,126932
,2 years,moving,10,393578
6,10+ years,credit_card,21,325613
7,10+ years,credit_card,11,56291
5,3 years,debt_consolidation,6,9176
1,6 years,debt_consolidation,18,25404
61,10+ years,debt_consolidation,14,114067
,3 years,credit_card,26,246072
42,10+ years,debt_consolidation,8,
11,1 year,debt_consolidation,9,149297
,10+ years,credit_card,6,157526
,n/a,debt_consolidation,14,317572
,3 years,credit_card,12,49030
,10+ years,credit_card,18,175641
,< 1 year,debt_consolidation,18,78121
,8 years,other,13,280527
,10+ years,debt_consolidation,12,266706
3,8 years,home_improvement,5,11350
,1 year,debt_consolidation,9,229160
,4 years,other,14,50470
,5 years,debt_consolidation,9,148655
,9 years,debt_consolidation,6,
104,9 years,home_improvement,15,23004
,4 years,vacation,7,8327
,8 years,debt_consolidation,7,29907
,5 years,debt_consolidation,7,226397
39,5 years,debt_consolidation,5,10377
32,9 years,debt_consolidation,28,238747
7,< 1 year,credit_card,19,28892
,n/a,credit_card,7,23160
,5 years,debt_consolidation,11,517935
,10+ years,small_business,6,3513
46,10+ years,debt_consolidation,8,21041
55,1 year,credit_card,6,246273
,10+ years,debt_consolidation,6,27066
,10+ years,debt_consolidation,9,
,10+ years,debt_consolidation,9,210884
,10+ years,credit_card,19,103851
44,10+ years,home_improvement,6,16859
,10+ years,credit_card,6,12481
2,2 years,wedding,8,139920
24,3 years,debt_consolidation,17,114819
16,2 years,credit_card,12,196685
21,6 years,debt_consolidation,5,24299
,10+ years,debt_consolidation,10,765396
,n/a,credit_card,14,19416
8,6 years,medical,10,142545
,4 years,credit_card,11,14069
,7 years,debt_consolidation,10,51300
67,< 1 year,credit_card,9,3045
11,2 years,debt_consolidation,7,243314
9,10+ years,major_purchase,9,270134
52,6 years,debt_consolidation,14,246102
,10+ years,credit_card,5,301662
,6 years,debt_consolidation,13,402688
,5 years,debt_consolidation,10,156583
69,10+ years,car,6,25989
15,< 1 year,debt_consolidation,6,24019
57,n/a,home_improvement,5,93253
36,10+ years,debt_consolidation,12,223923
32,4 years,debt_consolidation,8,7378
8,1 year,credit_card,16,959617
48,7 years,debt_consolidation,12,13685
,10+ years,home_improvement,7,362515
,8 years,home_improvement,8,151951
,3 years,home_improvement,9,584993
15,10+ years,major_purchase,5,14599
28,10+ years,credit_card,11,325319
,9 years,debt_consolidation,13,34506
,10+ years,debt_consolidation,11,729390
,7 years,debt_consolidation,8,20199
,6 years,credit_card,20,47510
17,2 years,home_improvement,8,288073
,8 years,debt_consolidation,17,321509
16,9 years,debt_consolidation,12,35872
53,5 years,debt_consolidation,24,37108
,3 years,credit_card,19,357728
,9 years,credit_card,12,
9,3 years,home_improvement,5,95351
15,9 years,debt_consolidation,13,367775
47,5 years,small_business,12,451519
28,5 years,debt_consolidation,12,43479
,10+ years,other,5,23707
16,5 years,car,15,193002
,7 years,debt_consolidation,5,33485
24,9 years,debt_consolidation,12,20296
,10+ years,debt_consolidation,12,98201
